player,team,competition_name,season_name,50/50,Bad Behaviour,Ball Receipt*,Ball Recovery,Block,Carry,Clearance,Dispossessed,Dribble,Dribbled Past,Duel,Error,Foul Committed,Foul Won,Goal Keeper,Injury Stoppage,Interception,Miscontrol,Offside,Own Goal Against,Own Goal For,Pass,Player Off,Player On,Pressure,Shield,Shot,Substitution
Isobel Mary Christiansen,Manchester City WFC,FA Women's Super League,2018/2019,0.0,0.0,32.0,2.0,0.0,32.0,3.0,2.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,34.0,0.0,0.0,22.0,0.0,0.0,1.0
Ivana Andrés Sanz,Spain Women's,Women's World Cup,2023,0.0,0.0,124.0,14.0,4.0,108.0,19.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,19.0,0.0,4.0,0.0
Ivana Fuso,Manchester United,FA Women's Super League,2020/2021,0.0,0.0,51.0,6.0,0.0,36.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,32.0,0.0,0.0,19.0,0.0,3.0,0.0
Ivonne Chacón,Colombia Women's,Women's World Cup,2023,0.0,0.0,20.0,3.0,0.0,16.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,7.0,0.0,3.0,0.0
Jacinta Galabadaarachchi,West Ham United LFC,FA Women's Super League,2019/2020,0.0,0.0,207.0,33.0,10.0,174.0,1.0,13.0,15.0,8.0,20.0,0.0,11.0,16.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,132.0,0.0,0.0,92.0,0.0,9.0,4.0
Jackie Groenen,Manchester United,FA Women's Super League,2019/2020,1.0,0.0,477.0,92.0,27.0,409.0,4.0,22.0,33.0,19.0,28.0,0.0,14.0,16.0,0.0,4.0,4.0,35.0,0.0,0.0,0.0,391.0,3.0,3.0,248.0,0.0,15.0,5.0
Jackie Groenen,Manchester United,FA Women's Super League,2020/2021,2.0,0.0,709.0,135.0,43.0,664.0,15.0,29.0,38.0,31.0,48.0,0.0,20.0,22.0,0.0,7.0,17.0,29.0,1.0,0.0,0.0,735.0,1.0,1.0,358.0,0.0,8.0,4.0
Jackie Groenen,Netherlands Women's,UEFA Women's Euro,2022,1.0,0.0,108.0,25.0,11.0,114.0,2.0,4.0,8.0,9.0,12.0,0.0,6.0,6.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,127.0,0.0,0.0,78.0,0.0,1.0,0.0
Jackie Groenen,Netherlands Women's,UEFA Women's Euro,2025,2.0,1.0,87.0,28.0,8.0,93.0,2.0,4.0,1.0,4.0,12.0,0.0,4.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,124.0,0.0,0.0,50.0,0.0,4.0,1.0
Jackie Groenen,Netherlands Women's,Women's World Cup,2019,1.0,0.0,348.0,55.0,24.0,354.0,11.0,12.0,19.0,18.0,41.0,0.0,10.0,15.0,0.0,4.0,12.0,9.0,0.0,0.0,0.0,352.0,0.0,0.0,182.0,0.0,4.0,1.0
Jackie Groenen,Netherlands Women's,Women's World Cup,2023,3.0,0.0,180.0,41.0,9.0,185.0,5.0,3.0,1.0,12.0,21.0,0.0,14.0,5.0,0.0,2.0,6.0,4.0,0.0,0.0,0.0,243.0,0.0,0.0,145.0,0.0,0.0,1.0
Jaclyn Katrina Demis Sawicki,Philippines Women's,Women's World Cup,2023,0.0,0.0,58.0,23.0,7.0,66.0,9.0,2.0,4.0,4.0,6.0,0.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,85.0,0.0,0.0,100.0,0.0,0.0,1.0
Jacqueline Anne Hand,New Zealand Women's,Women's World Cup,2023,0.0,0.0,169.0,15.0,6.0,89.0,2.0,6.0,7.0,1.0,12.0,0.0,1.0,3.0,0.0,1.0,1.0,21.0,0.0,0.0,0.0,96.0,1.0,1.0,72.0,0.0,4.0,1.0
Jacqueline Burns,Northern Ireland,UEFA Women's Euro,2022,0.0,0.0,75.0,24.0,0.0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,1.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0
Jade Bailey,Chelsea FCW,FA Women's Super League,2018/2019,0.0,0.0,19.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,3.0,0.0,1.0,0.0
Jade Bailey,Liverpool WFC,FA Women's Super League,2019/2020,3.0,0.0,404.0,102.0,25.0,427.0,34.0,13.0,18.0,22.0,65.0,0.0,20.0,4.0,0.0,1.0,14.0,13.0,0.0,0.0,0.0,548.0,0.0,0.0,249.0,0.0,10.0,2.0
Jade Bailey,Reading WFC,FA Women's Super League,2018/2019,0.0,0.0,133.0,21.0,8.0,125.0,8.0,5.0,0.0,5.0,10.0,0.0,3.0,4.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,160.0,0.0,0.0,32.0,0.0,4.0,2.0
Jade Moore,England Women's,Women's World Cup,2019,0.0,0.0,118.0,12.0,2.0,112.0,6.0,1.0,2.0,4.0,5.0,0.0,6.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,129.0,0.0,0.0,33.0,0.0,5.0,0.0
Jade Moore,Reading WFC,FA Women's Super League,2018/2019,1.0,0.0,397.0,82.0,18.0,383.0,9.0,23.0,20.0,7.0,42.0,1.0,20.0,16.0,0.0,3.0,13.0,20.0,0.0,0.0,0.0,425.0,1.0,1.0,169.0,0.0,18.0,7.0
Jade Moore,Reading WFC,FA Women's Super League,2019/2020,2.0,1.0,420.0,119.0,31.0,431.0,34.0,25.0,11.0,17.0,55.0,0.0,35.0,19.0,0.0,6.0,20.0,18.0,0.0,0.0,0.0,538.0,1.0,1.0,229.0,1.0,20.0,2.0
Jaelene McKenzie Daniels,North Carolina Courage,NWSL,2018,2.0,0.0,332.0,74.0,15.0,397.0,8.0,14.0,35.0,4.0,18.0,0.0,5.0,3.0,0.0,0.0,23.0,12.0,0.0,0.0,0.0,533.0,0.0,0.0,97.0,3.0,3.0,2.0
Jamie-Lee Napier,Birmingham City WFC,FA Women's Super League,2020/2021,2.0,0.0,450.0,55.0,39.0,258.0,20.0,30.0,22.0,27.0,66.0,0.0,26.0,10.0,0.0,4.0,16.0,32.0,0.0,0.0,0.0,249.0,0.0,0.0,306.0,2.0,13.0,7.0
Jamie-Lee Napier,Chelsea FCW,FA Women's Super League,2019/2020,0.0,0.0,13.0,1.0,1.0,6.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0
Jana Fernandez Velasco,Spain Women's,UEFA Women's Euro,2025,0.0,0.0,92.0,7.0,6.0,90.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,13.0,0.0,2.0,0.0
Jane Campbell,Houston Dash,NWSL,2018,0.0,0.0,66.0,25.0,0.0,106.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0
Jane Ross,Manchester City WFC,FA Women's Super League,2018/2019,0.0,0.0,16.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
Jane Ross,Manchester United,FA Women's Super League,2019/2020,0.0,0.0,288.0,18.0,5.0,153.0,0.0,10.0,7.0,3.0,39.0,0.0,8.0,9.0,0.0,0.0,3.0,21.0,0.0,0.0,0.0,154.0,0.0,0.0,121.0,1.0,9.0,5.0
Jane Ross,Manchester United,FA Women's Super League,2020/2021,0.0,0.0,165.0,15.0,4.0,79.0,3.0,11.0,5.0,6.0,14.0,1.0,5.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,94.0,0.0,0.0,86.0,1.0,9.0,3.0
Jane Ross,Scotland Women's,Women's World Cup,2019,0.0,0.0,29.0,0.0,0.0,14.0,1.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,19.0,0.0,0.0,1.0
Jane Ross,West Ham United LFC,FA Women's Super League,2018/2019,0.0,0.0,893.0,79.0,31.0,530.0,10.0,42.0,37.0,16.0,72.0,0.0,10.0,16.0,0.0,3.0,4.0,58.0,2.0,0.0,0.0,543.0,0.0,0.0,310.0,1.0,40.0,1.0
Janice Cayman,Belgium Women's,UEFA Women's Euro,2022,0.0,0.0,181.0,17.0,7.0,106.0,5.0,9.0,4.0,5.0,18.0,0.0,2.0,3.0,0.0,1.0,6.0,11.0,0.0,0.0,0.0,141.0,1.0,1.0,54.0,1.0,5.0,1.0
Janice Cayman,Belgium Women's,UEFA Women's Euro,2025,1.0,0.0,71.0,14.0,11.0,66.0,7.0,1.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,46.0,0.0,5.0,0.0
Janina Minge,Germany Women's,UEFA Women's Euro,2025,0.0,0.0,225.0,15.0,13.0,216.0,24.0,1.0,1.0,2.0,23.0,0.0,4.0,1.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,293.0,0.0,0.0,71.0,0.0,2.0,0.0
Janine Elizabeth Beckie,Canada Women's,Women's World Cup,2019,0.0,0.0,257.0,22.0,11.0,217.0,4.0,12.0,10.0,5.0,7.0,0.0,1.0,6.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,232.0,0.0,0.0,63.0,1.0,17.0,2.0
Janine Elizabeth Beckie,Manchester City WFC,FA Women's Super League,2018/2019,0.0,0.0,175.0,20.0,4.0,131.0,2.0,8.0,9.0,5.0,7.0,0.0,1.0,1.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,116.0,0.0,0.0,75.0,0.0,12.0,1.0
Janine Elizabeth Beckie,Manchester City WFC,FA Women's Super League,2019/2020,1.0,1.0,743.0,80.0,32.0,645.0,19.0,21.0,49.0,11.0,33.0,1.0,3.0,11.0,0.0,0.0,3.0,30.0,0.0,0.0,0.0,763.0,0.0,0.0,233.0,0.0,24.0,3.0
Janine Elizabeth Beckie,Manchester City WFC,FA Women's Super League,2020/2021,1.0,0.0,423.0,50.0,14.0,341.0,5.0,13.0,22.0,8.0,18.0,0.0,3.0,11.0,0.0,0.0,4.0,20.0,0.0,0.0,0.0,382.0,0.0,0.0,120.0,0.0,28.0,3.0
Janine Elizabeth Beckie,NJ/NY Gotham FC,NWSL,2018,1.0,0.0,164.0,22.0,3.0,146.0,1.0,4.0,8.0,4.0,7.0,0.0,2.0,2.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,178.0,0.0,0.0,84.0,0.0,9.0,0.0
Janine van Wyk,Houston Dash,NWSL,2018,0.0,0.0,51.0,13.0,5.0,66.0,15.0,0.0,0.0,4.0,10.0,1.0,0.0,2.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,113.0,1.0,1.0,18.0,2.0,0.0,0.0
Janine van Wyk,South Africa Women's,Women's World Cup,2019,0.0,0.0,71.0,20.0,14.0,84.0,26.0,3.0,2.0,3.0,9.0,0.0,1.0,4.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,107.0,0.0,0.0,34.0,0.0,1.0,0.0
Janni Arnth-Jensen,Arsenal WFC,FA Women's Super League,2018/2019,0.0,0.0,163.0,15.0,3.0,161.0,19.0,2.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,199.0,0.0,0.0,12.0,0.0,3.0,2.0
Janni Thomsen,Denmark Women's,UEFA Women's Euro,2022,0.0,0.0,66.0,14.0,2.0,71.0,5.0,10.0,8.0,4.0,8.0,0.0,1.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,93.0,0.0,0.0,43.0,0.0,3.0,2.0
Janni Thomsen,Denmark Women's,UEFA Women's Euro,2025,1.0,0.0,60.0,22.0,7.0,72.0,1.0,4.0,7.0,4.0,6.0,0.0,3.0,3.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,60.0,1.0,1.0,46.0,0.0,8.0,1.0
Janni Thomsen,Denmark Women's,Women's World Cup,2023,0.0,0.0,118.0,22.0,7.0,87.0,9.0,10.0,6.0,5.0,19.0,0.0,6.0,2.0,0.0,2.0,3.0,6.0,0.0,0.0,0.0,125.0,1.0,1.0,57.0,0.0,2.0,1.0
Jarne Teulings,Belgium Women's,UEFA Women's Euro,2025,1.0,0.0,83.0,6.0,7.0,79.0,5.0,8.0,3.0,5.0,10.0,0.0,4.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,85.0,0.0,0.0,85.0,0.0,0.0,2.0
Jasmine Matthews,Bristol City WFC,FA Women's Super League,2019/2020,2.0,0.0,336.0,71.0,39.0,387.0,114.0,9.0,16.0,10.0,39.0,1.0,6.0,2.0,0.0,1.0,15.0,4.0,0.0,0.0,0.0,471.0,0.0,0.0,143.0,0.0,3.0,0.0
Jasmine Matthews,Bristol City WFC,FA Women's Super League,2020/2021,0.0,0.0,170.0,69.0,31.0,211.0,66.0,10.0,15.0,3.0,23.0,1.0,9.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,262.0,0.0,0.0,80.0,1.0,3.0,2.0
Jasmine Matthews,Liverpool WFC,FA Women's Super League,2018/2019,0.0,0.0,209.0,54.0,16.0,251.0,53.0,4.0,4.0,3.0,27.0,0.0,5.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,373.0,0.0,0.0,63.0,0.0,1.0,1.0
Jasmyne Spencer,OL Reign,NWSL,2018,0.0,0.0,90.0,17.0,5.0,71.0,1.0,12.0,5.0,2.0,6.0,0.0,2.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,55.0,0.0,0.0,56.0,0.0,8.0,1.0
Jassina Blom,Belgium Women's,UEFA Women's Euro,2025,1.0,0.0,13.0,2.0,0.0,14.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,13.0,0.0,0.0,15.0,0.0,0.0,1.0
Javiera Grez,Chile Women's,Women's World Cup,2019,0.0,0.0,17.0,3.0,1.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,4.0,1.0
Javiera Toro,Chile Women's,Women's World Cup,2019,0.0,0.0,28.0,6.0,3.0,29.0,10.0,0.0,0.0,6.0,10.0,0.0,5.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,53.0,0.0,0.0,52.0,0.0,0.0,0.0
Jayde Yuk Fun Riviere,Canada Women's,Women's World Cup,2019,0.0,0.0,60.0,6.0,4.0,63.0,7.0,0.0,5.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,79.0,0.0,0.0,17.0,0.0,0.0,1.0
Jayde Yuk Fun Riviere,Canada Women's,Women's World Cup,2023,2.0,0.0,99.0,14.0,8.0,100.0,5.0,2.0,6.0,0.0,9.0,0.0,0.0,7.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,137.0,0.0,0.0,29.0,0.0,0.0,3.0
Jeannette Yango,Cameroon Women's,Women's World Cup,2019,0.0,0.0,93.0,33.0,7.0,112.0,4.0,4.0,5.0,8.0,20.0,0.0,8.0,4.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,126.0,0.0,0.0,137.0,0.0,3.0,2.0
Jemma Elizabeth Purfield,Bristol City WFC,FA Women's Super League,2020/2021,0.0,0.0,466.0,111.0,80.0,470.0,89.0,16.0,41.0,34.0,92.0,1.0,27.0,11.0,0.0,1.0,41.0,15.0,0.0,1.0,0.0,957.0,0.0,0.0,380.0,1.0,10.0,0.0
Jemma Elizabeth Purfield,Liverpool WFC,FA Women's Super League,2018/2019,0.0,0.0,101.0,14.0,14.0,86.0,31.0,1.0,2.0,5.0,11.0,0.0,1.0,1.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,189.0,0.0,0.0,78.0,2.0,1.0,0.0
Jemma Elizabeth Purfield,Liverpool WFC,FA Women's Super League,2019/2020,1.0,0.0,28.0,5.0,4.0,28.0,4.0,0.0,2.0,4.0,6.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,58.0,0.0,0.0,28.0,1.0,0.0,0.0
Jenna Legg,Brighton & Hove Albion WFC,FA Women's Super League,2018/2019,1.0,0.0,26.0,5.0,0.0,25.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,28.0,0.0,0.0,15.0,0.0,0.0,2.0
Jenna Schillaci,Tottenham Hotspur Women,FA Women's Super League,2019/2020,0.0,0.0,124.0,9.0,7.0,123.0,19.0,0.0,1.0,6.0,9.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,37.0,0.0,0.0,0.0
Jennifer Hermoso Fuentes,Spain Women's,Women's World Cup,2019,1.0,0.0,312.0,31.0,5.0,222.0,1.0,7.0,17.0,6.0,14.0,0.0,7.0,5.0,0.0,2.0,1.0,11.0,0.0,0.0,0.0,261.0,0.0,0.0,66.0,0.0,17.0,0.0
Jennifer Hermoso Fuentes,Spain Women's,Women's World Cup,2023,3.0,0.0,510.0,50.0,8.0,418.0,4.0,12.0,21.0,3.0,22.0,0.0,5.0,11.0,0.0,4.0,4.0,22.0,1.0,0.0,0.0,408.0,1.0,1.0,117.0,0.0,21.0,1.0
Jennifer Hoy,NJ/NY Gotham FC,NWSL,2018,0.0,0.0,9.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0
Jennifer Miley Falk,Sweden Women's,UEFA Women's Euro,2025,0.0,0.0,25.0,21.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,81.0,1.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,1.0,1.0,0.0
Jennifer Miley Falk,Sweden Women's,Women's World Cup,2023,0.0,0.0,7.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
Jennifer Onyi Echegini,Nigeria Women's,Women's World Cup,2023,0.0,0.0,15.0,5.0,4.0,13.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,19.0,0.0,0.0,0.0
Jennifer Patricia Beattie,Arsenal WFC,FA Women's Super League,2019/2020,2.0,0.0,732.0,35.0,11.0,708.0,33.0,2.0,1.0,4.0,18.0,0.0,3.0,1.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,832.0,0.0,0.0,38.0,3.0,4.0,1.0
Jennifer Patricia Beattie,Arsenal WFC,FA Women's Super League,2020/2021,0.0,0.0,479.0,29.0,8.0,447.0,18.0,4.0,4.0,2.0,23.0,0.0,2.0,1.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,558.0,1.0,1.0,37.0,0.0,5.0,4.0
Jennifer Patricia Beattie,Manchester City WFC,FA Women's Super League,2018/2019,0.0,0.0,1034.0,93.0,18.0,1043.0,62.0,7.0,8.0,8.0,34.0,0.0,8.0,4.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,1338.0,0.0,0.0,92.0,2.0,14.0,0.0
Jennifer Patricia Beattie,Scotland Women's,Women's World Cup,2019,0.0,0.0,141.0,14.0,4.0,143.0,13.0,1.0,0.0,0.0,9.0,1.0,1.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,165.0,0.0,0.0,13.0,0.0,3.0,0.0
Jenny Danielsson,WNT Finland,UEFA Women's Euro,2022,0.0,0.0,7.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0
Jennyfer Limage,Haiti Women's,Women's World Cup,2023,0.0,0.0,7.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,1.0,1.0,3.0,0.0,0.0,1.0
Jermaine Seoposenwe,South Africa Women's,Women's World Cup,2019,0.0,0.0,38.0,4.0,3.0,16.0,2.0,1.0,0.0,1.0,8.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,20.0,0.0,0.0,18.0,0.0,0.0,0.0
Jermaine Seoposenwe,South Africa Women's,Women's World Cup,2023,0.0,0.0,143.0,26.0,9.0,88.0,9.0,8.0,6.0,3.0,15.0,0.0,0.0,4.0,0.0,5.0,3.0,16.0,0.0,0.0,0.0,91.0,5.0,5.0,90.0,0.0,4.0,1.0
Jessica Anne Clarke,Liverpool WFC,FA Women's Super League,2018/2019,1.0,0.0,455.0,70.0,12.0,374.0,4.0,32.0,57.0,10.0,20.0,0.0,8.0,18.0,0.0,1.0,7.0,44.0,0.0,0.0,1.0,253.0,0.0,0.0,163.0,0.0,23.0,1.0
Jessica Anne Clarke,Liverpool WFC,FA Women's Super League,2019/2020,0.0,0.0,199.0,14.0,6.0,138.0,0.0,11.0,17.0,3.0,11.0,0.0,9.0,11.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,94.0,0.0,0.0,69.0,0.0,5.0,3.0
Jessica Carter,Chelsea FCW,FA Women's Super League,2018/2019,1.0,0.0,322.0,29.0,16.0,332.0,12.0,7.0,13.0,4.0,29.0,0.0,8.0,9.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,473.0,0.0,0.0,70.0,2.0,0.0,3.0
Jessica Carter,Chelsea FCW,FA Women's Super League,2019/2020,0.0,0.0,102.0,14.0,4.0,95.0,9.0,2.0,0.0,1.0,8.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,122.0,0.0,0.0,35.0,1.0,2.0,0.0
Jessica Carter,Chelsea FCW,FA Women's Super League,2020/2021,0.0,0.0,167.0,14.0,7.0,154.0,15.0,3.0,6.0,5.0,13.0,0.0,1.0,4.0,0.0,2.0,9.0,5.0,0.0,0.0,0.0,216.0,0.0,0.0,56.0,1.0,1.0,2.0
Jessica Carter,England Women's,UEFA Women's Euro,2022,0.0,0.0,5.0,1.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0
Jessica Carter,England Women's,UEFA Women's Euro,2025,1.0,0.0,215.0,21.0,6.0,211.0,18.0,1.0,0.0,4.0,12.0,0.0,1.0,1.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,272.0,0.0,0.0,56.0,0.0,0.0,2.0
Jessica Carter,England Women's,Women's World Cup,2023,0.0,0.0,338.0,35.0,18.0,345.0,28.0,0.0,0.0,5.0,26.0,0.0,2.0,6.0,0.0,1.0,6.0,3.0,0.0,0.0,0.0,443.0,0.0,0.0,90.0,0.0,0.0,0.0
Jessica Fishlock,OL Reign,NWSL,2018,1.0,0.0,202.0,37.0,13.0,182.0,9.0,4.0,11.0,9.0,9.0,0.0,5.0,4.0,0.0,0.0,9.0,12.0,0.0,0.0,0.0,212.0,0.0,0.0,88.0,1.0,11.0,1.0
Jessica Fishlock,Reading WFC,FA Women's Super League,2020/2021,3.0,0.0,675.0,146.0,61.0,672.0,33.0,25.0,35.0,21.0,63.0,0.0,15.0,27.0,0.0,13.0,32.0,31.0,0.0,0.0,0.0,763.0,2.0,2.0,294.0,2.0,34.0,3.0
Jessica Fishlock,Wales,UEFA Women's Euro,2025,2.0,0.0,72.0,9.0,5.0,39.0,0.0,3.0,3.0,0.0,8.0,0.0,3.0,1.0,0.0,2.0,1.0,7.0,0.0,0.0,0.0,62.0,1.0,1.0,34.0,0.0,4.0,2.0
Jessica Marie Wik,Arsenal WFC,FA Women's Super League,2018/2019,0.0,0.0,115.0,3.0,0.0,103.0,3.0,1.0,4.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,143.0,0.0,0.0,28.0,0.0,0.0,0.0
Jessica McDonald,North Carolina Courage,NWSL,2018,1.0,0.0,506.0,32.0,19.0,238.0,8.0,13.0,19.0,6.0,21.0,0.0,5.0,1.0,0.0,0.0,5.0,29.0,0.0,0.0,0.0,297.0,1.0,1.0,152.0,0.0,39.0,8.0
Jessica McDonald,United States Women's,Women's World Cup,2019,0.0,0.0,19.0,1.0,1.0,11.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,9.0,0.0,2.0,0.0
Jessica Naz,Tottenham Hotspur Women,FA Women's Super League,2020/2021,0.0,0.0,217.0,23.0,10.0,161.0,1.0,14.0,19.0,3.0,17.0,0.0,5.0,6.0,0.0,2.0,5.0,20.0,0.0,0.0,0.0,155.0,1.0,1.0,120.0,0.0,5.0,4.0
Jessica Park,England Women's,UEFA Women's Euro,2025,0.0,0.0,32.0,0.0,1.0,26.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,6.0,0.0,1.0,0.0
Jessica Park,Manchester City WFC,FA Women's Super League,2018/2019,0.0,0.0,11.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,8.0,0.0,1.0,0.0
Jessica Park,Manchester City WFC,FA Women's Super League,2019/2020,0.0,0.0,14.0,0.0,0.0,8.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0
Jessica Park,Manchester City WFC,FA Women's Super League,2020/2021,0.0,0.0,82.0,5.0,4.0,58.0,1.0,2.0,3.0,2.0,5.0,0.0,3.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,61.0,0.0,0.0,44.0,0.0,3.0,1.0
Jessica Sigsworth,Manchester United,FA Women's Super League,2019/2020,2.0,1.0,327.0,43.0,17.0,185.0,8.0,19.0,17.0,13.0,38.0,0.0,17.0,7.0,0.0,3.0,4.0,23.0,0.0,0.0,0.0,160.0,0.0,0.0,198.0,0.0,11.0,5.0
Jessica Sigsworth,Manchester United,FA Women's Super League,2020/2021,2.0,0.0,284.0,31.0,17.0,144.0,11.0,11.0,10.0,6.0,25.0,0.0,10.0,11.0,0.0,0.0,4.0,18.0,1.0,0.0,0.0,152.0,0.0,0.0,179.0,0.0,13.0,5.0
Jessica Wooley,Bristol City WFC,FA Women's Super League,2018/2019,0.0,0.0,27.0,7.0,1.0,20.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,28.0,0.0,0.0,13.0,0.0,0.0,1.0
