player,team,competition_name,season_name,50/50,Bad Behaviour,Ball Receipt*,Ball Recovery,Block,Carry,Clearance,Dispossessed,Dribble,Dribbled Past,Duel,Error,Foul Committed,Foul Won,Goal Keeper,Injury Stoppage,Interception,Miscontrol,Offside,Own Goal Against,Own Goal For,Pass,Player Off,Player On,Pressure,Shield,Shot,Substitution
Abbey-Leigh Stringer,Everton LFC,FA Women's Super League,2018/2019,2.0,0.0,416.0,100.0,30.0,420.0,17.0,18.0,18.0,31.0,55.0,0.0,29.0,19.0,0.0,2.0,14.0,17.0,0.0,0.0,0.0,504.0,0.0,0.0,261.0,0.0,3.0,2.0
Abbey-Leigh Stringer,Everton LFC,FA Women's Super League,2019/2020,1.0,0.0,191.0,36.0,8.0,175.0,11.0,10.0,12.0,18.0,24.0,1.0,17.0,0.0,0.0,0.0,11.0,15.0,0.0,0.0,0.0,222.0,0.0,0.0,149.0,0.0,0.0,4.0
Abbey-Leigh Stringer,Everton LFC,FA Women's Super League,2020/2021,4.0,0.0,311.0,53.0,15.0,288.0,13.0,7.0,13.0,20.0,33.0,0.0,25.0,11.0,0.0,1.0,13.0,3.0,0.0,0.0,0.0,372.0,0.0,0.0,170.0,0.0,8.0,5.0
Abbi Grant,Birmingham City WFC,FA Women's Super League,2019/2020,2.0,0.0,489.0,69.0,27.0,365.0,13.0,29.0,23.0,23.0,38.0,0.0,10.0,14.0,0.0,2.0,11.0,46.0,0.0,0.0,0.0,315.0,2.0,2.0,295.0,0.0,23.0,8.0
Abbi Grant,Birmingham City WFC,FA Women's Super League,2020/2021,0.0,0.0,24.0,3.0,2.0,12.0,0.0,1.0,2.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,16.0,0.0,1.0,0.0
Abbie Larkin,Republic of Ireland Women's,Women's World Cup,2023,2.0,0.0,31.0,8.0,2.0,21.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,22.0,0.0,0.0,27.0,0.0,2.0,0.0
Abbie Magee,Northern Ireland,UEFA Women's Euro,2022,0.0,0.0,30.0,6.0,6.0,29.0,2.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,38.0,0.0,0.0,27.0,1.0,0.0,0.0
Abbie McManus,England Women's,Women's World Cup,2019,0.0,0.0,168.0,17.0,7.0,168.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,18.0,0.0,0.0,1.0
Abbie McManus,Manchester City WFC,FA Women's Super League,2018/2019,0.0,0.0,543.0,63.0,29.0,566.0,28.0,7.0,20.0,14.0,39.0,1.0,9.0,6.0,0.0,0.0,16.0,6.0,0.0,1.0,0.0,788.0,1.0,1.0,122.0,2.0,4.0,2.0
Abbie McManus,Manchester United,FA Women's Super League,2019/2020,1.0,0.0,450.0,76.0,16.0,472.0,55.0,3.0,4.0,5.0,18.0,0.0,8.0,1.0,0.0,1.0,9.0,3.0,0.0,0.0,0.0,630.0,1.0,1.0,98.0,2.0,1.0,0.0
Abbie McManus,Manchester United,FA Women's Super League,2020/2021,1.0,0.0,194.0,16.0,8.0,199.0,18.0,3.0,0.0,1.0,10.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,261.0,0.0,0.0,26.0,1.0,0.0,1.0
Abbie McManus,Tottenham Hotspur Women,FA Women's Super League,2020/2021,0.0,0.0,422.0,64.0,24.0,444.0,68.0,1.0,4.0,9.0,20.0,1.0,5.0,2.0,0.0,4.0,25.0,1.0,0.0,1.0,0.0,585.0,1.0,1.0,80.0,1.0,0.0,0.0
Abby Dahlkemper,Manchester City WFC,FA Women's Super League,2020/2021,0.0,0.0,515.0,23.0,4.0,486.0,30.0,1.0,2.0,2.0,9.0,0.0,1.0,1.0,0.0,3.0,9.0,1.0,0.0,0.0,0.0,585.0,0.0,0.0,46.0,1.0,2.0,0.0
Abby Dahlkemper,North Carolina Courage,NWSL,2018,0.0,0.0,320.0,48.0,16.0,339.0,31.0,0.0,0.0,0.0,8.0,0.0,6.0,3.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,532.0,1.0,1.0,51.0,0.0,0.0,0.0
Abby Dahlkemper,United States Women's,Women's World Cup,2019,0.0,0.0,299.0,28.0,6.0,306.0,39.0,1.0,5.0,1.0,10.0,0.0,4.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,382.0,0.0,0.0,22.0,0.0,0.0,1.0
Abby Erceg,New Zealand Women's,Women's World Cup,2019,0.0,0.0,53.0,3.0,11.0,47.0,27.0,0.0,0.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,34.0,0.0,2.0,0.0
Abby Erceg,North Carolina Courage,NWSL,2018,2.0,0.0,357.0,47.0,30.0,349.0,56.0,1.0,0.0,6.0,28.0,0.0,3.0,3.0,0.0,0.0,20.0,6.0,0.0,0.0,0.0,558.0,0.0,0.0,76.0,1.0,15.0,0.0
Abby Smith,Utah Royals,NWSL,2018,0.0,0.0,92.0,33.0,0.0,122.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,0.0,1.0,0.0,0.0,1.0
Abigail Harrison,Bristol City WFC,FA Women's Super League,2018/2019,1.0,0.0,363.0,52.0,14.0,229.0,9.0,25.0,26.0,14.0,21.0,0.0,7.0,6.0,0.0,1.0,2.0,24.0,0.0,0.0,0.0,192.0,0.0,0.0,170.0,0.0,11.0,2.0
Abigail Harrison,Bristol City WFC,FA Women's Super League,2019/2020,1.0,0.0,153.0,22.0,3.0,76.0,10.0,13.0,8.0,3.0,16.0,0.0,3.0,4.0,0.0,1.0,2.0,12.0,0.0,0.0,0.0,67.0,1.0,1.0,59.0,0.0,5.0,4.0
Abigail Harrison,Bristol City WFC,FA Women's Super League,2020/2021,1.0,0.0,469.0,44.0,14.0,225.0,11.0,32.0,19.0,9.0,41.0,0.0,6.0,4.0,0.0,4.0,13.0,36.0,0.0,0.0,0.0,235.0,0.0,0.0,140.0,0.0,12.0,7.0
Ada Stolsmo Hegerberg,Norway Women's,UEFA Women's Euro,2022,0.0,0.0,115.0,6.0,1.0,57.0,2.0,4.0,6.0,2.0,13.0,0.0,0.0,4.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,66.0,0.0,0.0,32.0,0.0,8.0,1.0
Ada Stolsmo Hegerberg,Norway Women's,UEFA Women's Euro,2025,0.0,0.0,81.0,9.0,8.0,36.0,5.0,1.0,1.0,1.0,11.0,0.0,2.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,58.0,1.0,1.0,108.0,0.0,9.0,2.0
Ada Stolsmo Hegerberg,Norway Women's,Women's World Cup,2023,0.0,0.0,71.0,3.0,3.0,17.0,2.0,2.0,2.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,23.0,0.0,0.0,24.0,0.0,5.0,0.0
Adelina Engman,Chelsea FCW,FA Women's Super League,2018/2019,0.0,0.0,146.0,19.0,10.0,119.0,3.0,12.0,10.0,5.0,7.0,0.0,3.0,4.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,111.0,0.0,0.0,35.0,0.0,4.0,1.0
Adelina Engman,Chelsea FCW,FA Women's Super League,2019/2020,0.0,0.0,39.0,5.0,0.0,25.0,0.0,2.0,5.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,16.0,0.0,3.0,1.0
Adelina Engman,WNT Finland,UEFA Women's Euro,2022,1.0,0.0,39.0,9.0,3.0,29.0,3.0,5.0,5.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,23.0,0.0,0.0,16.0,1.0,1.0,2.0
Adriana Achcińska,Poland Women's,UEFA Women's Euro,2025,0.0,0.0,65.0,19.0,6.0,68.0,5.0,1.0,0.0,6.0,12.0,0.0,2.0,5.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,95.0,0.0,0.0,70.0,0.0,1.0,2.0
Adriana Kristina Leon,Canada Women's,Women's World Cup,2019,0.0,0.0,34.0,3.0,2.0,30.0,0.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,22.0,0.0,0.0,9.0,0.0,3.0,0.0
Adriana Kristina Leon,Canada Women's,Women's World Cup,2023,2.0,0.0,82.0,10.0,7.0,48.0,1.0,3.0,6.0,1.0,4.0,0.0,1.0,1.0,0.0,3.0,2.0,7.0,0.0,0.0,0.0,49.0,0.0,0.0,35.0,0.0,5.0,3.0
Adriana Kristina Leon,OL Reign,NWSL,2018,0.0,0.0,36.0,5.0,2.0,28.0,1.0,4.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,16.0,0.0,2.0,1.0
Adriana Kristina Leon,West Ham United LFC,FA Women's Super League,2018/2019,1.0,0.0,183.0,23.0,8.0,131.0,0.0,12.0,16.0,2.0,14.0,0.0,7.0,4.0,0.0,1.0,4.0,20.0,0.0,0.0,0.0,110.0,0.0,0.0,78.0,0.0,9.0,3.0
Adriana Kristina Leon,West Ham United LFC,FA Women's Super League,2019/2020,0.0,0.0,292.0,38.0,12.0,177.0,3.0,15.0,20.0,10.0,21.0,0.0,6.0,11.0,0.0,0.0,6.0,23.0,0.0,0.0,0.0,173.0,0.0,0.0,147.0,0.0,19.0,5.0
Adriana Kristina Leon,West Ham United LFC,FA Women's Super League,2020/2021,2.0,1.0,472.0,72.0,17.0,284.0,1.0,20.0,48.0,13.0,34.0,1.0,23.0,16.0,0.0,4.0,1.0,36.0,0.0,0.0,0.0,257.0,1.0,1.0,192.0,0.0,25.0,6.0
Adriana Leal da Silva,Brazil Women's,Women's World Cup,2023,2.0,0.0,133.0,18.0,9.0,122.0,3.0,5.0,11.0,2.0,4.0,0.0,1.0,5.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,114.0,0.0,0.0,46.0,0.0,8.0,1.0
Adriana María Sachs,Argentina Women's,Women's World Cup,2019,0.0,0.0,10.0,0.0,0.0,12.0,4.0,1.0,1.0,1.0,5.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,25.0,0.0,0.0,0.0
Adriana María Sachs,Argentina Women's,Women's World Cup,2023,0.0,0.0,8.0,2.0,1.0,7.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,0.0,0.0
Adriana Nanclares Romero,Spain Women's,UEFA Women's Euro,2025,0.0,0.0,58.0,8.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrianna Nichole Franch,Portland Thorns,NWSL,2018,0.0,0.0,33.0,14.0,0.0,49.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrienne Jordan,Birmingham City WFC,FA Women's Super League,2019/2020,0.0,0.0,439.0,91.0,43.0,479.0,38.0,30.0,33.0,23.0,60.0,0.0,5.0,11.0,0.0,1.0,15.0,31.0,0.0,0.0,0.0,629.0,0.0,0.0,234.0,1.0,2.0,0.0
Agla María Albertsdóttir,Iceland Women's,UEFA Women's Euro,2022,0.0,0.0,36.0,5.0,2.0,22.0,1.0,1.0,1.0,7.0,4.0,0.0,3.0,3.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,25.0,0.0,0.0,29.0,0.0,1.0,1.0
Agla María Albertsdóttir,Iceland Women's,UEFA Women's Euro,2025,0.0,0.0,31.0,8.0,12.0,30.0,1.0,1.0,4.0,0.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,29.0,0.0,0.0,38.0,0.0,2.0,1.0
Agnes Beever-Jones,Chelsea FCW,FA Women's Super League,2020/2021,0.0,0.0,10.0,4.0,0.0,8.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0
Agnes Beever-Jones,England Women's,UEFA Women's Euro,2025,1.0,0.0,33.0,3.0,2.0,20.0,0.0,0.0,1.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,25.0,0.0,0.0,22.0,0.0,2.0,0.0
Agnese Bonfantini,Italy Women's,UEFA Women's Euro,2022,0.0,0.0,25.0,5.0,1.0,20.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,9.0,0.0,3.0,0.0
Agness Musase,Zambia Women's,Women's World Cup,2023,0.0,0.0,51.0,9.0,7.0,50.0,13.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,65.0,0.0,0.0,20.0,0.0,0.0,0.0
Agustina Barroso Basualdo,Argentina Women's,Women's World Cup,2019,0.0,0.0,33.0,14.0,7.0,43.0,25.0,2.0,0.0,5.0,7.0,0.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,43.0,0.0,0.0,0.0
Aileen Whelan,Brighton & Hove Albion WFC,FA Women's Super League,2018/2019,2.0,0.0,626.0,83.0,29.0,502.0,19.0,41.0,47.0,30.0,52.0,0.0,17.0,41.0,0.0,3.0,26.0,50.0,0.0,0.0,0.0,472.0,0.0,0.0,445.0,1.0,28.0,5.0
Aileen Whelan,Brighton & Hove Albion WFC,FA Women's Super League,2019/2020,0.0,0.0,504.0,74.0,35.0,389.0,20.0,27.0,43.0,34.0,71.0,0.0,17.0,19.0,0.0,3.0,19.0,37.0,0.0,0.0,0.0,397.0,1.0,1.0,432.0,0.0,32.0,1.0
Aileen Whelan,Brighton & Hove Albion WFC,FA Women's Super League,2020/2021,3.0,0.0,797.0,108.0,53.0,525.0,49.0,29.0,38.0,45.0,109.0,2.0,20.0,28.0,0.0,4.0,37.0,45.0,0.0,0.0,0.0,642.0,2.0,2.0,466.0,3.0,31.0,1.0
Aimee Palmer,Bristol City WFC,FA Women's Super League,2020/2021,0.0,0.0,220.0,69.0,34.0,208.0,20.0,14.0,14.0,17.0,32.0,1.0,10.0,6.0,0.0,4.0,32.0,14.0,0.0,0.0,0.0,303.0,0.0,0.0,180.0,0.0,7.0,9.0
"Aine O""Gorman",Republic of Ireland Women's,Women's World Cup,2023,0.0,0.0,19.0,4.0,2.0,11.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,27.0,0.0,0.0,12.0,0.0,0.0,1.0
Ainon Phancha,Thailand Women's,Women's World Cup,2019,0.0,0.0,44.0,9.0,4.0,48.0,11.0,3.0,1.0,3.0,14.0,0.0,7.0,2.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,71.0,1.0,1.0,46.0,0.0,0.0,0.0
Aitana Bonmati Conca,Spain Women's,UEFA Women's Euro,2022,1.0,0.0,316.0,26.0,6.0,293.0,2.0,8.0,16.0,4.0,5.0,0.0,3.0,3.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,309.0,0.0,0.0,35.0,0.0,11.0,1.0
Aitana Bonmati Conca,Spain Women's,UEFA Women's Euro,2025,2.0,0.0,363.0,26.0,7.0,337.0,2.0,13.0,6.0,2.0,8.0,0.0,5.0,3.0,0.0,1.0,2.0,12.0,1.0,0.0,0.0,346.0,0.0,0.0,77.0,0.0,17.0,0.0
Aitana Bonmati Conca,Spain Women's,Women's World Cup,2019,0.0,0.0,38.0,3.0,1.0,37.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,41.0,0.0,0.0,12.0,0.0,1.0,0.0
Aitana Bonmati Conca,Spain Women's,Women's World Cup,2023,3.0,0.0,408.0,54.0,16.0,390.0,3.0,12.0,16.0,3.0,17.0,0.0,3.0,5.0,0.0,2.0,2.0,17.0,0.0,0.0,0.0,392.0,0.0,0.0,101.0,0.0,19.0,3.0
Aivi Belinda Kerstin Luik,Australia Women's,Women's World Cup,2019,0.0,0.0,9.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,6.0,0.0,0.0,0.0
Ajara Nchout,Cameroon Women's,Women's World Cup,2019,1.0,0.0,131.0,17.0,4.0,120.0,1.0,8.0,27.0,2.0,13.0,0.0,10.0,3.0,0.0,2.0,7.0,4.0,0.0,0.0,0.0,93.0,0.0,0.0,42.0,0.0,5.0,1.0
Alanna Stephanie Kennedy,Australia Women's,Women's World Cup,2019,1.0,0.0,276.0,24.0,9.0,266.0,30.0,2.0,1.0,1.0,9.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,315.0,0.0,0.0,15.0,0.0,5.0,0.0
Alanna Stephanie Kennedy,Australia Women's,Women's World Cup,2023,0.0,0.0,244.0,18.0,9.0,210.0,49.0,0.0,0.0,3.0,17.0,1.0,1.0,0.0,0.0,2.0,7.0,3.0,0.0,0.0,0.0,273.0,1.0,1.0,23.0,0.0,7.0,0.0
Alanna Stephanie Kennedy,Orlando Pride,NWSL,2018,2.0,0.0,279.0,52.0,17.0,265.0,14.0,3.0,18.0,6.0,30.0,1.0,10.0,9.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,399.0,0.0,0.0,99.0,0.0,12.0,0.0
Alanna Stephanie Kennedy,Tottenham Hotspur Women,FA Women's Super League,2020/2021,2.0,0.0,633.0,100.0,28.0,551.0,57.0,27.0,30.0,19.0,56.0,1.0,18.0,13.0,0.0,5.0,26.0,37.0,0.0,0.0,0.0,678.0,0.0,0.0,227.0,0.0,33.0,5.0
Alayah Pilgrim,Switzerland Women's,UEFA Women's Euro,2025,1.0,0.0,37.0,4.0,4.0,31.0,0.0,1.0,2.0,0.0,1.0,0.0,4.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,20.0,0.0,0.0,23.0,0.0,7.0,0.0
Alba María Redondo Ferrer,Spain Women's,Women's World Cup,2023,2.0,0.0,201.0,23.0,7.0,122.0,0.0,6.0,5.0,1.0,9.0,0.0,1.0,2.0,0.0,1.0,3.0,16.0,0.0,0.0,0.0,125.0,0.0,0.0,75.0,0.0,17.0,3.0
Aldana Cometti,Argentina Women's,Women's World Cup,2019,0.0,0.0,38.0,18.0,5.0,52.0,18.0,0.0,1.0,6.0,14.0,0.0,6.0,3.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,67.0,1.0,1.0,55.0,0.0,0.0,0.0
Aldana Cometti,Argentina Women's,Women's World Cup,2023,1.0,0.0,66.0,13.0,4.0,70.0,19.0,4.0,0.0,5.0,18.0,1.0,4.0,5.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,114.0,1.0,1.0,43.0,0.0,0.0,0.0
Aldrith Ivana Quintero Humphries,Panama Women's,Women's World Cup,2023,0.0,0.0,58.0,13.0,2.0,46.0,1.0,5.0,2.0,10.0,12.0,0.0,5.0,6.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,68.0,1.0,1.0,66.0,1.0,1.0,1.0
Alessia Russo,England Women's,UEFA Women's Euro,2022,0.0,0.0,119.0,10.0,3.0,71.0,1.0,14.0,7.0,2.0,25.0,0.0,7.0,3.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,50.0,0.0,0.0,70.0,0.0,12.0,0.0
Alessia Russo,England Women's,UEFA Women's Euro,2025,2.0,0.0,188.0,22.0,12.0,117.0,1.0,9.0,5.0,0.0,25.0,0.0,6.0,8.0,0.0,3.0,1.0,22.0,1.0,0.0,0.0,101.0,0.0,0.0,149.0,1.0,16.0,4.0
Alessia Russo,England Women's,Women's World Cup,2023,2.0,0.0,324.0,26.0,8.0,151.0,1.0,18.0,10.0,1.0,29.0,0.0,9.0,5.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,140.0,0.0,0.0,123.0,1.0,22.0,7.0
Alessia Russo,Manchester United,FA Women's Super League,2020/2021,0.0,0.0,155.0,16.0,6.0,95.0,0.0,12.0,12.0,6.0,11.0,0.0,3.0,8.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,71.0,0.0,0.0,75.0,0.0,14.0,2.0
Alex Greenwood,England Women's,UEFA Women's Euro,2022,0.0,1.0,107.0,15.0,2.0,122.0,4.0,2.0,3.0,1.0,10.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,21.0,0.0,2.0,0.0
Alex Greenwood,England Women's,UEFA Women's Euro,2025,1.0,0.0,326.0,36.0,23.0,313.0,17.0,2.0,0.0,5.0,13.0,0.0,9.0,6.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,492.0,0.0,0.0,73.0,1.0,5.0,2.0
Alex Greenwood,England Women's,Women's World Cup,2019,0.0,0.0,211.0,23.0,10.0,203.0,19.0,4.0,8.0,4.0,13.0,2.0,4.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,307.0,0.0,0.0,52.0,2.0,3.0,0.0
Alex Greenwood,England Women's,Women's World Cup,2023,1.0,0.0,532.0,28.0,9.0,510.0,34.0,3.0,6.0,5.0,23.0,0.0,6.0,2.0,0.0,2.0,9.0,1.0,0.0,0.0,0.0,659.0,1.0,1.0,75.0,1.0,1.0,0.0
Alex Greenwood,Manchester City WFC,FA Women's Super League,2020/2021,0.0,0.0,1278.0,111.0,36.0,1263.0,85.0,10.0,33.0,13.0,59.0,0.0,17.0,17.0,0.0,6.0,23.0,11.0,0.0,0.0,0.0,1687.0,1.0,1.0,140.0,3.0,11.0,0.0
Alexandra Chidiac,Australia Women's,Women's World Cup,2023,0.0,0.0,21.0,2.0,2.0,17.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,5.0,0.0,3.0,0.0
Alexandra Jóhannsdóttir,Iceland Women's,UEFA Women's Euro,2022,0.0,0.0,9.0,2.0,2.0,6.0,2.0,0.0,1.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,8.0,0.0,2.0,0.0
Alexandra Jóhannsdóttir,Iceland Women's,UEFA Women's Euro,2025,3.0,0.0,39.0,19.0,7.0,53.0,3.0,4.0,1.0,3.0,9.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,62.0,0.0,0.0,53.0,0.0,3.0,2.0
Alexandra MacIver,Everton LFC,FA Women's Super League,2019/2020,0.0,0.0,57.0,16.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexandra MacIver,Everton LFC,FA Women's Super League,2020/2021,0.0,0.0,502.0,93.0,0.0,527.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,229.0,5.0,0.0,0.0,0.0,0.0,0.0,831.0,1.0,1.0,7.0,0.0,0.0,1.0
Alexandra Morgan Carrasco,Orlando Pride,NWSL,2018,0.0,1.0,262.0,21.0,5.0,128.0,6.0,7.0,4.0,4.0,7.0,0.0,2.0,3.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,138.0,1.0,1.0,51.0,0.0,16.0,1.0
Alexandra Morgan Carrasco,Tottenham Hotspur Women,FA Women's Super League,2020/2021,0.0,0.0,121.0,8.0,2.0,71.0,0.0,7.0,8.0,2.0,6.0,0.0,2.0,3.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,68.0,0.0,0.0,34.0,0.0,6.0,2.0
Alexandra Morgan Carrasco,United States Women's,Women's World Cup,2019,0.0,0.0,247.0,28.0,5.0,145.0,3.0,19.0,17.0,6.0,23.0,0.0,9.0,15.0,0.0,2.0,2.0,12.0,1.0,0.0,0.0,122.0,1.0,1.0,71.0,0.0,20.0,2.0
Alexandra Morgan Carrasco,United States Women's,Women's World Cup,2023,1.0,0.0,206.0,17.0,6.0,79.0,2.0,3.0,7.0,2.0,11.0,0.0,4.0,5.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,82.0,1.0,1.0,74.0,0.0,17.0,3.0
Alexandra Pinell González,Costa Rica Women's,Women's World Cup,2023,0.0,0.0,10.0,4.0,0.0,6.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0
Alexandra Popp,Germany Women's,UEFA Women's Euro,2022,1.0,0.0,160.0,11.0,9.0,79.0,5.0,7.0,2.0,1.0,12.0,0.0,7.0,5.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,95.0,0.0,0.0,70.0,0.0,16.0,1.0
Alexandra Popp,Germany Women's,Women's World Cup,2019,2.0,1.0,188.0,32.0,6.0,140.0,20.0,4.0,6.0,4.0,24.0,0.0,6.0,12.0,0.0,2.0,6.0,11.0,0.0,0.0,0.0,154.0,2.0,2.0,72.0,0.0,15.0,0.0
Alexandra Popp,Germany Women's,Women's World Cup,2023,0.0,0.0,159.0,12.0,4.0,75.0,5.0,2.0,2.0,3.0,14.0,0.0,5.0,6.0,0.0,1.0,2.0,6.0,1.0,0.0,0.0,110.0,1.0,1.0,34.0,1.0,15.0,1.0
Alexandra Riley,Chelsea FCW,FA Women's Super League,2018/2019,2.0,0.0,138.0,10.0,6.0,114.0,9.0,4.0,5.0,2.0,11.0,0.0,3.0,2.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,152.0,0.0,0.0,36.0,0.0,1.0,0.0
Alexandra Riley,New Zealand Women's,Women's World Cup,2019,0.0,0.0,100.0,10.0,7.0,86.0,19.0,2.0,2.0,3.0,6.0,0.0,0.0,6.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,153.0,0.0,0.0,28.0,0.0,0.0,0.0
Alexandra Riley,New Zealand Women's,Women's World Cup,2023,0.0,0.0,136.0,34.0,5.0,146.0,3.0,2.0,0.0,2.0,11.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,225.0,0.0,0.0,47.0,0.0,0.0,0.0
Alexandra Takounda Engolo,Cameroon Women's,Women's World Cup,2019,0.0,0.0,42.0,10.0,0.0,17.0,1.0,0.0,1.0,1.0,6.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,23.0,0.0,3.0,0.0
Alexia Putellas Segura,Spain Women's,UEFA Women's Euro,2025,3.0,0.0,433.0,30.0,4.0,359.0,5.0,11.0,12.0,2.0,10.0,0.0,5.0,10.0,0.0,2.0,3.0,11.0,0.0,0.0,0.0,413.0,0.0,0.0,82.0,0.0,18.0,2.0
Alexia Putellas Segura,Spain Women's,Women's World Cup,2019,0.0,0.0,168.0,21.0,4.0,133.0,0.0,8.0,11.0,2.0,14.0,0.0,1.0,2.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,131.0,0.0,0.0,43.0,0.0,7.0,3.0
